,Unnamed: 0,sentence,statement_id,targets,label ,confidence,comment,context,predictions
46,13,Raisio is a participant in the UN Global Compact initiative,SID_406,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,5.0,,Raisio is a participant in the UN Global Compact initiative,"[2.4021699573495425e-05, 4.155316491960548e-05, 8.321489440277219e-05, 0.002784179989248514, 0.003184149507433176, 0.007594393566250801, 0.005260797217488289, 0.7470201253890991, 0.0001997264480451122, 0.005852557253092527, 0.000379674369469285]"
47,17,All Raisios suppliers and sub-contractors are expected to comply with Raisios Supplier Code of Conduct,SID_406,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,expect is too vague,All Raisios suppliers and sub-contractors are expected to comply with Raisios Supplier Code of Conduct,"[7.031725999695482e-06, 1.3880100595997646e-05, 1.4524129255732987e-05, 0.00034125111415050924, 0.0013406759826466441, 0.023388195782899857, 0.0034015080891549587, 0.5483219623565674, 0.0026901927776634693, 0.0049494607374072075, 3.642528099589981e-05]"
48,45,Grievance mechanism Ethical conduct is defined in the Raisio Code of Conduct,SID_406,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,Grievance mechanism Ethical conduct is defined in the Raisio Code of Conduct,"[2.7778576622949913e-05, 2.6687894205679186e-05, 5.113364750286564e-05, 0.000195395783521235, 0.0007483016815967858, 0.0004839724279008806, 0.0018545371713116765, 0.437253475189209, 0.00307792192324996, 0.005832521244883537, 1.828569293138571e-05]"
49,16,It is approved by Raisios Board of Directors,SID_406,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3.0,leadership involvement but vague,It is approved by Raisios Board of Directors,"[0.9433883428573608, 0.0006732319598086178, 0.0007143305847421288, 0.006882702000439167, 0.0008498049573972821, 0.0009463472524657845, 0.00042600149754434824, 0.0010963889071717858, 0.0002744117518886924, 0.004407440312206745, 0.005600301083177328]"
50,56,In addition there is an easily readable printed leaflet on Raisio Code of Conduct and Raisio Supplier Code of conduct,SID_406,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,not quite relevant ,In addition there is an easily readable printed leaflet on Raisio Code of Conduct and Raisio Supplier Code of conduct,"[2.020327519858256e-05, 2.3860804503783584e-05, 9.177755418932065e-05, 0.0003365248558111489, 0.000836709572467953, 0.006544926669448614, 0.005269547924399376, 0.4613600969314575, 0.0009012053487822413, 0.016541877761483192, 0.00037383605376817286]"
51,18,"In 2020, a global Human Rights Policy was defined for the Raisio Group and it was approved by Raisios Board of Directors",SID_406,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3.0,leadership involvement but vague,"In 2020, a global Human Rights Policy was defined for the Raisio Group and it was approved by Raisios Board of Directors","[0.0052089081145823, 0.0004712684894911945, 0.000432824541348964, 0.0020762120839208364, 0.0004581196408253163, 0.0001425364607712254, 0.0014228447107598186, 0.26165229082107544, 0.0005771189462393522, 0.007312874775379896, 0.0008017531363293529]"
52,58,Both Raisio Code of Conduct and Raisio Supplier code of Conduct are available in our website www.raisio.com,SID_406,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,link but not sure if the codes of conducts are what we need,Both Raisio Code of Conduct and Raisio Supplier code of Conduct are available in our website www.raisio.com,"[0.00032794332946650684, 0.00013792372192256153, 8.957831596489996e-05, 0.0003214592288713902, 0.0016534957103431225, 0.0005671278340741992, 0.00330870458856225, 0.1106659471988678, 0.00021463524899445474, 0.0046081566251814365, 0.00012078972940798849]"
53,20,The policy is found at https://www.raisio.com/en/responsibility/reports-and-basis-of-responsibility/,SID_406,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,not sure if linked to ms,The policy is found at https://www.raisio.com/en/responsibility/reports-and-basis-of-responsibility/,"[2.5952282157959417e-05, 6.94362388458103e-05, 0.00011181385343661532, 0.0006482950411736965, 0.0010875092120841146, 0.0017400408396497369, 0.0007348610088229179, 0.09860220551490784, 0.00032751404796727, 0.002624709391966462, 6.609644333366305e-05]"
54,21,"Risk assessments Raisio is a listed company headquartered in Raisio, Finland",SID_406,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",c2s,5.0,,"Risk assessments Raisio is a listed company headquartered in Raisio, Finland","[0.00013974355533719063, 0.00025712334900163114, 0.021909590810537338, 0.9855733513832092, 0.18729844689369202, 0.0015768876764923334, 0.00010830890096258372, 0.00077217718353495, 2.7556287022889592e-05, 0.00022918765898793936, 0.00016813556430861354]"
55,22,"Raisios own production facilities and the majority of employees are located in Finland, a country with high standards and strict regulation for labour rights",SID_406,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",c2op,5.0,,"Raisios own production facilities and the majority of employees are located in Finland, a country with high standards and strict regulation for labour rights","[8.789648563833907e-05, 0.0002183863107347861, 5.700774272554554e-05, 0.028751753270626068, 0.46604785323143005, 0.04886513948440552, 0.3894563913345337, 0.06224469467997551, 0.0009075980633497238, 0.001031168969348073, 0.00014075472427066416]"
56,24,Ethical code of conduct policy; and,SID_425,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,Ethical code of conduct policy; and,"[0.00040392932714894414, 0.0001807900407584384, 0.00010813686822075397, 0.0007969156140461564, 0.0005788170383311808, 0.0006466847844421864, 0.0027019637636840343, 0.40414342284202576, 7.316959818126634e-05, 0.14026357233524323, 0.0008778111077845097]"
57,24,Raisios biggest human rights risks are typical for the food industry,SID_406,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",c3,3.0,not sure if linked to ms,Raisios biggest human rights risks are typical for the food industry,"[1.80318093043752e-05, 6.159528311400209e-06, 5.501561827259138e-05, 0.00032834752346388996, 0.0006210136343725026, 0.0060983020812273026, 0.5176178812980652, 0.009265036322176456, 0.000203316260012798, 0.002065525157377124, 7.729868229944259e-05]"
58,25,The major risks are related to long procurement chains and procurement of labour-intensive raw materials,SID_406,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",c3,4.0,,The major risks are related to long procurement chains and procurement of labour-intensive raw materials,"[5.594513822870795e-06, 2.9707302928727586e-06, 6.621321062993957e-06, 2.6844032618100755e-05, 0.00044013801380060613, 0.0044166226871311665, 0.9344258308410645, 0.006051863543689251, 0.00010184365964960307, 0.00025790042127482593, 1.0561301678535528e-05]"
59,26,"The risks are managed by the means mentioned in Raisio's Global Human Rights Policy, for example, by taking the risks into https://sign.visma.net/fi/document-check/7b409155-05d5-4473-b665-d7b949a92b4a Electronically signed / Shkisesti allekirjoitettu / Elektroniskt signerats / Elektronisk signert / Elektronisk underskrevet www.vismasign.com",SID_406,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3.0,vague,"The risks are managed by the means mentioned in Raisio's Global Human Rights Policy, for example, by taking the risks into https://sign.visma.net/fi/document-check/7b409155-05d5-4473-b665-d7b949a92b4a Electronically signed / Shkisesti allekirjoitettu / Elektroniskt signerats / Elektronisk signert / Elektronisk underskrevet www.vismasign.com","[0.00017933292838279158, 0.0005047539016231894, 0.00012093529221601784, 0.0022147358395159245, 0.0013434073189273477, 0.0035560671240091324, 0.015049425885081291, 0.1932132989168167, 0.00029572186758741736, 0.005651991814374924, 0.0003010807267855853]"
60,27,account already when selecting a supplier and by monitoring more closely the acquisitions from potential risk countries,SID_406,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3.0,vague,account already when selecting a supplier and by monitoring more closely the acquisitions from potential risk countries,"[4.995300332666375e-05, 4.032895594718866e-05, 1.4940048458811361e-05, 0.0001464392407797277, 0.00029006265685893595, 0.001641430426388979, 0.017768926918506622, 0.3324854075908661, 0.0019093977753072977, 0.15751388669013977, 0.00028131864382885396]"
61,28,"To ensure the responsibility of the entire procurement chain, all the chain operators have to work together",SID_406,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,3.0,vague,"To ensure the responsibility of the entire procurement chain, all the chain operators have to work together","[2.9630666176672094e-05, 3.0116303605609573e-05, 3.788177127717063e-05, 0.00017148976621683687, 0.0017322980565950274, 0.017156468704342842, 0.0018186313100159168, 0.02432679384946823, 0.0016615085769444704, 0.0030401726253330708, 0.0009279648074880242]"
62,29,"Currently, most of Raisios raw materials and services are purchased from low-risk countries, such as Finland and Central Europe",SID_406,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",c2sp ,4.0,could also read a bit as c3,"Currently, most of Raisios raw materials and services are purchased from low-risk countries, such as Finland and Central Europe","[0.0001790935202734545, 9.876592957880348e-05, 6.49671201244928e-05, 0.00043517191079445183, 0.0031188828870654106, 0.650347113609314, 0.6750574111938477, 0.0167476087808609, 0.0001538803189760074, 0.0007608047453686595, 0.0001284404133912176]"
63,30,"Part of Raisios products are produced by our well-selected subcontractors, all located in Europe",SID_406,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",c2sp ,5.0,,"Part of Raisios products are produced by our well-selected subcontractors, all located in Europe","[0.0001299066498177126, 0.0001352485123788938, 4.442106728674844e-05, 0.01018032431602478, 0.20792871713638306, 0.8702262043952942, 0.06694595515727997, 0.004036102909594774, 0.00034317350946366787, 0.00045860305544920266, 0.0005740560591220856]"
64,31,"The company purchases a small part of its raw materials from the higher-risk countries and in these cases, we pay special attention to the suppliers procedures",SID_406,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",c2sp ,3.0,not naming the countries,"The company purchases a small part of its raw materials from the higher-risk countries and in these cases, we pay special attention to the suppliers procedures","[3.727931107277982e-05, 2.0459343431866728e-05, 1.9008042727364227e-05, 0.00027019664412364364, 0.0015797971282154322, 0.02682938240468502, 0.4787154793739319, 0.1894116848707199, 0.0016045660013332963, 0.004449293948709965, 0.00010612534242682159]"
65,20,"PRIMETALS TECHNOLOGIES SUPPLIER CODE OF CONDUCT Primetals Technologies aims to be transparent about the steps it takes to assess, prevent, and mitigate the risk of Modern Slavery in our operations and supply chains, and we expect the same of our contractors, suppliers, and other business partners",SID_430,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,expect is vague,"PRIMETALS TECHNOLOGIES SUPPLIER CODE OF CONDUCT Primetals Technologies aims to be transparent about the steps it takes to assess, prevent, and mitigate the risk of Modern Slavery in our operations and supply chains, and we expect the same of our contractors, suppliers, and other business partners","[0.00012544931087177247, 5.91945972701069e-05, 0.0020131298806518316, 0.0010646923910826445, 0.00298657501116395, 0.006163323763757944, 0.004003897309303284, 0.16603964567184448, 0.00024534843396395445, 0.0030227825045585632, 0.0002463803393766284]"
66,22,The Code of Conduct can be found at https://www.primetals.com/fileadmin/user_upload/content/03_about-us/SCM/HQ-002-11.pdf,SID_430,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,The Code of Conduct can be found at https://www.primetals.com/fileadmin/user_upload/content/03_about-us/SCM/HQ-002-11.pdf,"[7.1561839831701946e-06, 5.386541670304723e-05, 2.6095378416357562e-05, 0.00019168465223629028, 0.0007592454203404486, 0.00027720091748051345, 0.0016159404767677188, 0.038266729563474655, 4.412005000631325e-05, 0.0013515559257939458, 2.4859864424797706e-05]"
67,34,We review our tools and risk criteria regularly to make sure they are up-to date,SID_406,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",c5,3.0,future work - but doesnt say how,We review our tools and risk criteria regularly to make sure they are up-to date,"[5.732972203986719e-05, 2.9361279302975163e-05, 4.0848313801689073e-05, 0.0003484979388304055, 0.00590294087305665, 0.03297322243452072, 0.06968310475349426, 0.23631803691387177, 0.0013485843082889915, 0.12994183599948883, 0.0002508957404643297]"
68,35,Raisios risk survey indicates that Raisios major human right risks lay in our supply chain,SID_406,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,Raisios risk survey indicates that Raisios major human right risks lay in our supply chain,"[1.530987719888799e-05, 1.6313591913785785e-05, 0.00011572076618904248, 0.0001110868324758485, 0.0004025069356430322, 0.012184200808405876, 0.7647206783294678, 0.01530857477337122, 0.0008510569459758699, 0.002003338886424899, 0.00011678518785629421]"
69,36,"Main risks are related to the purchase of soya, palm oil and cocoa, which together account for less than 1 per cent of all raw materials used by Raisio",SID_406,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",c2sp c3,5.0,,"Main risks are related to the purchase of soya, palm oil and cocoa, which together account for less than 1 per cent of all raw materials used by Raisio","[3.84131126338616e-05, 3.745873982552439e-05, 2.537273394409567e-05, 9.269730071537197e-05, 0.0007524380343966186, 0.04453866183757782, 0.9277246594429016, 0.00752575509250164, 0.0001513057213742286, 0.0005383777897804976, 8.449879533145577e-05]"
70,37,"In terms of these raw materials, Raisios goal is to use responsibility certified raw materials only",SID_406,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,"In terms of these raw materials, Raisios goal is to use responsibility certified raw materials only","[0.00010578081855783239, 9.484694601269439e-05, 2.317655525985174e-05, 0.00024150387616828084, 0.0012121646432206035, 0.15420018136501312, 0.029518185183405876, 0.25728124380111694, 0.0007388361264020205, 0.011492477729916573, 0.00019677427189890295]"
71,38,"In 2022 we added berries and fruit, as well as their purees, jams and concentrates, to the list of risk raw materials in 2022, although the proportion of berries and fruit in our total raw materials is small being approximately 0.6%",SID_406,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",c2sp c3,5.0,,"In 2022 we added berries and fruit, as well as their purees, jams and concentrates, to the list of risk raw materials in 2022, although the proportion of berries and fruit in our total raw materials is small being approximately 0.6%","[5.5507505749119446e-05, 4.222727511660196e-05, 2.679566568986047e-05, 0.0001865374797489494, 0.006381312385201454, 0.020729679614305496, 0.7681100368499756, 0.030391504988074303, 0.00046612549340352416, 0.0030662957578897476, 6.758218660252169e-05]"
