,sentence,prediction,targets,confidence
215,Our Due Diligence Methodology Teekay has implemented a due diligence procedure that requires Teekay personnel to check and onboard those third parties that might reasonably present a compliance risk to Teekay,0,0,0.5768239938058509
216,"As part of this process, Teekay checks the third parties track record and commitment to observe the Modern Slavery Act (or any other applicable legislation)",0,0,0.5413303962278638
217,"Teekay has an automated third-party onboarding system, which assists us to check and risk- assess new business parties based on defined risk criteria including transaction type, geographic transparency rankings, adverse media, and sanctions/ watchlist hits (including in relation to human rights abuses)",0,0,0.5417570718754096
218,"Entities/persons that are provisionally assessed as a higher risk are subject to further evaluations, which may include due diligence questionnaires, interviews, certifications or external due diligence reports",0,0,0.5721800199109809
219,Teekay personnel must obtain legal department approval before proceeding with these transactions,0,0,0.5492990886647712
220,"Business ethics clauses, which refer to the Modern Slavery Act, must be included in Teekay contracts and subcontracts in accordance with our Contract Review Procedure",1,0,0.5140970619530032
221,Teekay requires its suppliers and service providers to take appropriate steps to prevent modern slavery in their supply chain and to strictly refrain from abusive labour practices in violation of the Modern Slavery Act,1,0,0.520423843962804
222,Teekay implements all required internal controls and conducts regular internal audits to assess and monitor its business ethics compliance,0,0,0.6028077466729309
223,"We conduct risk assessments to identify existing and emerging risks, which may originate internally or externally",0,0,0.5845530966308398
224,Teekay uses these risk inputs to assess and prioritize its mitigation responses,0,0,0.5497046103601311
225,"Business ethics, including modern slavery considerations, are routinely considered as part of these risk assessments",0,0,0.5529232887038272
226,Teekays compliance program is reviewed and/or audited to promote objective feedback for continuous improvement,0,0,0.598783537516371
227,"The Risk, Audit and Compliance team is also responsible for implementing and executing a regular audit plan, which investigates business ethics risks/concerns such as modern slavery",0,0,0.5672706628211552
228,"This audit function, which is guided and informed by risk management data, supplements the ongoing monitoring of business ethics risks (including modern slavery), which is the responsibility of all Teekay personnel",0,0,0.5505997507968275
229,"We keep track of, and analyze, our due diligence, training, reporting and other relevant data to monitor the effectiveness of our efforts, to identify areas of improvement and to focus our resources on the most relevant issues",0,0,0.6194571153297762
230,A biennial in-person or virtual Doing Business with Integrity training (with a section covering modern slavery) session for all shore-based personnel,0,0,0.6072451177531648
231,"Reporting Concerns Teekay personnel are required to report business ethics violations (including any suspected modern slavery offences) to the Director, Risk, Audit & Compliance, who reports to Teekays Audit Committees",0,0,0.5299446665217985
232,"Personnel may also, at their option, report any suspected business ethics violation including human rights violations and abusive labour practices under the Modern Slavery Act through an anonymous and/or confidential hotline, the details of which are provided in Teekays Standards of Business Conduct on its website",0,0,0.5646372063290341
233,"Authority and Approval This Statement has been approved by the Boards of Directors of Teekay Corporation and Teekay Tankers Ltd, and it extends to their subsidiaries, which include: Teekay Hummingbird Production Limited, Teekay Petrojarl Floating Production (UK) Ltd., Teekay Shipping (UK) Limited and Teekay Holdings Australia Pty",0,0,0.565941993021051
234,"Ltd (who in turn consulted with the board of directors of each of its two subsidiaries, Teekay Marine Resources Pty",0,0,0.6572625376400658
235,Ltd and Teekay Shipping (Australia) Pty,0,0,0.7262287339845672
236,Ltd,0,0,0.6544239195927494
237,Teekay Shipping (Australia) Pty,0,0,0.6518450068368185
238,Ltd does not own or control any other entities and therefore further consultation as per Commonwealth of Australia Modern Slavery Act 2018 is not applicable.) A full list of Teekay Corporations subsidiaries is available in its list of subsidiaries in its latest Annual Report,0,0,0.5063335746508368
239,Other Disclosures Nothing in this Statement is intended to limit or affect any whistleblowing rights or obligations under applicable law and/or to prevent the reporting of violations of law to relevant regulatory/government authorities in accordance with applicable laws,1,0,0.5790442615615016
240,Royale TopCo Limited and its subsidiaries (the Group) operates and is headquartered in the UK,0,0,0.6081863139271675
241,The Groups principal activities are the franchise and operation of Burger King restaurants,0,0,0.562563608019602
242,The Company was incorporated on 7 September 2017,0,0,0.584999016523861
243,"On 16 November 2017, a subsidiary of the Group, BKUK Group Limited, entered into a Master Franchise and Development Agreement with Burger King Europe GMBH, allowing BKUK Group Limited to become the Master Franchisee for England and Scotland",0,0,0.5834153352610408
244,The Group operates a total of 534 Burger King restaurants in the UK,0,0,0.5890061174808396
245,Of these Burger King UK manage 271 restaurants,0,0,0.603019588215211
246,"Burger King UK takes pride in having long term, positive relationships with our suppliers",0,0,0.6044376426037814
247,"As a major food company, we have diverse and extensive supply chains",0,0,0.5873601179759217
248,"These include the sourcing and provision of food, drink and packaging products, point of sale materials, uniforms and restaurant equipment",0,0,0.6404918072369671
249,"However, we recognise that there will be a number of suppliers who, whilst not legally required to comply with the UK Modern Slavery Act, are required by Burger King UK to demonstrate their own due diligence on ethical standards in order to supply the relevant goods and services to us",0,0,0.569186735567328
