sentence_id,statement_id,sentence,prediction
8403,SID_295,Human Resources conducts background checks on all considered applicants and requires the completion of form I-9 (Employment Eligibility Verication) which is then submitted via the E-Verify system to ensure that government records match the personal information provided by the applicant,c2 (operations)
8407,SID_295,Which of the following accurately describes the entitys activities? Select all that apply,c2 (operations)
8408,SID_295,"Producing goods (including manufacturing, extracting, growing and processing) o outside Canada",c2 (operations)
8409,SID_295,Selling goods,c2 (operations)
8410,SID_295,o in Canada o outside Canada o Importing into Canada goods produced outside Canada,c2 (operations)
8411,SID_295,"Please provide additional information on the entitys structure, activities and supply chains Aiphone Corporation is a subsidiary of AIPHONE CO., LTD",approval
8412,SID_295,"(TYO: 6718), based in Japan",approval
8413,SID_295,Aiphone is known for manufacturing intercom and access control systems,c2 (operations)
8414,SID_295,"The majority of SKUs Aiphone Corporation carries are produced by AIPHONE CO., LTD, which has manufacturing facilities in Japan, Thailand, and Vietnam",c2 (operations)
8415,SID_295,"Monthly or semi-monthly orders are placed to AIPHONE CO., LTD for nished products and parts with Aiphone Corporation receiving regular shipments via container and air freight originating from Thailand and Japan",c2 (operations)
8416,SID_295,"Aiphone Corporation is based in Redmond, WA and serves the Americas and Caribbean region, with most sales concentrated in the United States and Canada",c2 (operations)
8417,SID_295,These sales are facilitated through dealer and distributor networks,signature
8418,SID_295,"Activities are typical of a sales-focused company including, but not limited to, meeting with dealers and distributors, attending industry trade shows, leading product training sessions, developing system specications for projects, providing technical support and customer service, and marketing Aiphones products and services",c2 (operations)
8419,SID_295,Aiphone Corporation also engages in the production and repair of intercoms,c2 (operations)
8420,SID_295,The products Aiphone Corporation produces in the United States are mainly for the North American market,c2 (operations)
8422,SID_295,Electronic components are sourced from authorized parts distributors located in the United States,signature
8423,SID_295,"Items such as panels, labels, and screws are sourced mainly from local vendors and almost exclusively from US-based companies",signature
8439,SID_295,Mining has historically been and continues to be one of the worst offending industries in utilizing forced and/or child labor,c2 (structure)
8443,SID_295,"Companies are incentivized to source commodities such as bauxite, iron ore, and tin ore from localities with the lowest cost to produce them, but the tradeoff is often that lower costs typically come with less robust institutional labor protections and more frequent instances of locally operating companies being involved in unethical labor practices",c2 (structure)
8444,SID_295,We do not have visibility on the full map of suppliers the smelters producing semi-finished metal (used by our vendors) utilize which presents a risk,c2 (structure)
8445,SID_295,Nearly every business involved with sourcing or manufacturing any electronic devices should list mined commodities as a risk for exposure to forced and child labor,c2 (structure)
8452,SID_295,"Especially for commodities where most of the worlds output comes from regions with problematic historical records regarding child/forced labor, there will be risk of forced and child labor",c2 (structure)
8477,SID_296,"This code outlines our unwavering commitment to upholding the dignity and rights of all individuals involved in our operations, including employees, contractors, and suppliers",c2 (operations)
8489,SID_296,"ABOUT SATURN Legacy Saturn assets assemble an attractive portfolio of free-cash flowing, low-decline operated assets in Southeastern Saskatchewan and West Central Saskatchewan that provide a deep inventory of long-term economic drilling opportunities across multiple zones",signature
